,frame,x,y,r,name,sample_rate,examplenr
0,1,450,492,206,framenr_1_framevid_June09_03,25.0,exp3
1,2,704,432,171,framenr_2_framevid_June09_03,25.0,exp3
2,3,888,648,232,framenr_3_framevid_June09_03,25.0,exp3
3,4,294,504,181,framenr_4_framevid_June09_03,25.0,exp3
4,5,222,238,119,framenr_5_framevid_June09_03,25.0,exp3
5,6,358,410,222,framenr_6_framevid_June09_03,25.0,exp3
6,7,744,274,137,framenr_7_framevid_June09_03,25.0,exp3
7,8,804,350,214,framenr_8_framevid_June09_03,25.0,exp3
8,9,414,408,138,framenr_9_framevid_June09_03,25.0,exp3
9,10,416,354,185,framenr_10_framevid_June09_03,25.0,exp3
10,11,822,264,206,framenr_11_framevid_June09_03,25.0,exp3
11,12,550,304,148,framenr_12_framevid_June09_03,25.0,exp3
12,13,646,232,139,framenr_13_framevid_June09_03,25.0,exp3
13,14,684,348,236,framenr_14_framevid_June09_03,25.0,exp3
14,15,682,422,230,framenr_15_framevid_June09_03,25.0,exp3
15,16,710,466,219,framenr_16_framevid_June09_03,25.0,exp3
16,17,720,512,217,framenr_17_framevid_June09_03,25.0,exp3
17,18,734,556,183,framenr_18_framevid_June09_03,25.0,exp3
18,19,834,548,245,framenr_19_framevid_June09_03,25.0,exp3
19,20,852,584,227,framenr_20_framevid_June09_03,25.0,exp3
20,21,886,610,230,framenr_21_framevid_June09_03,25.0,exp3
21,22,906,628,221,framenr_22_framevid_June09_03,25.0,exp3
22,23,900,634,192,framenr_23_framevid_June09_03,25.0,exp3
23,24,958,640,227,framenr_24_framevid_June09_03,25.0,exp3
24,25,952,670,192,framenr_25_framevid_June09_03,25.0,exp3
25,26,962,656,191,framenr_26_framevid_June09_03,25.0,exp3
26,27,980,662,193,framenr_27_framevid_June09_03,25.0,exp3
27,28,986,652,167,framenr_28_framevid_June09_03,25.0,exp3
28,29,986,646,180,framenr_29_framevid_June09_03,25.0,exp3
29,30,1010,652,174,framenr_30_framevid_June09_03,25.0,exp3
30,31,1016,674,194,framenr_31_framevid_June09_03,25.0,exp3
31,32,994,678,165,framenr_32_framevid_June09_03,25.0,exp3
32,33,732,624,251,framenr_33_framevid_June09_03,25.0,exp3
33,34,738,750,229,framenr_34_framevid_June09_03,25.0,exp3
34,35,804,684,172,framenr_35_framevid_June09_03,25.0,exp3
35,36,734,664,267,framenr_36_framevid_June09_03,25.0,exp3
36,37,1048,640,179,framenr_37_framevid_June09_03,25.0,exp3
37,38,1058,652,185,framenr_38_framevid_June09_03,25.0,exp3
38,39,1008,764,170,framenr_39_framevid_June09_03,25.0,exp3
39,40,1030,662,157,framenr_40_framevid_June09_03,25.0,exp3
40,41,1008,662,147,framenr_41_framevid_June09_03,25.0,exp3
41,42,994,646,157,framenr_42_framevid_June09_03,25.0,exp3
42,43,904,374,189,framenr_43_framevid_June09_03,25.0,exp3
43,44,336,702,254,framenr_44_framevid_June09_03,25.0,exp3
44,45,306,768,205,framenr_45_framevid_June09_03,25.0,exp3
45,46,340,332,246,framenr_46_framevid_June09_03,25.0,exp3
46,47,722,550,194,framenr_47_framevid_June09_03,25.0,exp3
47,48,616,464,181,framenr_48_framevid_June09_03,25.0,exp3
48,49,564,454,232,framenr_49_framevid_June09_03,25.0,exp3
49,50,478,434,178,framenr_50_framevid_June09_03,25.0,exp3
50,51,526,326,241,framenr_51_framevid_June09_03,25.0,exp3
51,52,502,298,236,framenr_52_framevid_June09_03,25.0,exp3
52,53,452,384,246,framenr_53_framevid_June09_03,25.0,exp3
53,54,394,394,162,framenr_54_framevid_June09_03,25.0,exp3
54,55,448,374,256,framenr_55_framevid_June09_03,25.0,exp3
55,56,324,608,254,framenr_56_framevid_June09_03,25.0,exp3
56,57,456,508,197,framenr_57_framevid_June09_03,25.0,exp3
57,58,334,566,191,framenr_58_framevid_June09_03,25.0,exp3
58,59,242,738,228,framenr_59_framevid_June09_03,25.0,exp3
59,60,282,918,140,framenr_60_framevid_June09_03,25.0,exp3
