,frame,x,y,r,name,sample_rate,examplenr
0,1,1187,674,145,framenr_1_framevid_June16_20,25.0,exp4
1,2,941,552,192,framenr_2_framevid_June16_20,25.0,exp4
2,3,1311,796,233,framenr_3_framevid_June16_20,25.0,exp4
3,4,963,546,200,framenr_4_framevid_June16_20,25.0,exp4
4,5,909,596,153,framenr_5_framevid_June16_20,25.0,exp4
5,6,1319,758,256,framenr_6_framevid_June16_20,25.0,exp4
6,7,1223,686,197,framenr_7_framevid_June16_20,25.0,exp4
7,8,1165,660,161,framenr_8_framevid_June16_20,25.0,exp4
8,9,1317,762,249,framenr_9_framevid_June16_20,25.0,exp4
9,10,1295,792,215,framenr_10_framevid_June16_20,25.0,exp4
10,11,1301,760,241,framenr_11_framevid_June16_20,25.0,exp4
11,12,959,536,201,framenr_12_framevid_June16_20,25.0,exp4
12,13,699,534,69,framenr_13_framevid_June16_20,25.0,exp4
13,14,893,576,127,framenr_14_framevid_June16_20,25.0,exp4
14,15,959,538,123,framenr_15_framevid_June16_20,25.0,exp4
15,16,1301,816,217,framenr_16_framevid_June16_20,25.0,exp4
16,17,833,546,122,framenr_17_framevid_June16_20,25.0,exp4
17,18,1315,792,246,framenr_18_framevid_June16_20,25.0,exp4
18,19,975,494,239,framenr_19_framevid_June16_20,25.0,exp4
19,20,1011,514,221,framenr_20_framevid_June16_20,25.0,exp4
20,21,983,498,234,framenr_21_framevid_June16_20,25.0,exp4
21,22,1323,786,247,framenr_22_framevid_June16_20,25.0,exp4
22,23,1319,784,244,framenr_23_framevid_June16_20,25.0,exp4
23,24,985,478,243,framenr_24_framevid_June16_20,25.0,exp4
24,25,941,554,152,framenr_25_framevid_June16_20,25.0,exp4
25,26,1299,804,210,framenr_26_framevid_June16_20,25.0,exp4
26,27,851,502,127,framenr_27_framevid_June16_20,25.0,exp4
27,28,1303,794,218,framenr_28_framevid_June16_20,25.0,exp4
28,29,853,494,131,framenr_29_framevid_June16_20,25.0,exp4
29,30,1313,784,231,framenr_30_framevid_June16_20,25.0,exp4
30,31,1307,800,213,framenr_31_framevid_June16_20,25.0,exp4
31,32,1333,780,245,framenr_32_framevid_June16_20,25.0,exp4
32,33,959,536,171,framenr_33_framevid_June16_20,25.0,exp4
33,34,1327,790,236,framenr_34_framevid_June16_20,25.0,exp4
34,35,1321,798,228,framenr_35_framevid_June16_20,25.0,exp4
35,36,1315,780,235,framenr_36_framevid_June16_20,25.0,exp4
36,37,955,538,176,framenr_37_framevid_June16_20,25.0,exp4
37,38,791,390,204,framenr_38_framevid_June16_20,25.0,exp4
38,39,845,508,130,framenr_39_framevid_June16_20,25.0,exp4
39,40,1321,800,236,framenr_40_framevid_June16_20,25.0,exp4
40,41,1013,510,217,framenr_41_framevid_June16_20,25.0,exp4
41,42,971,514,208,framenr_42_framevid_June16_20,25.0,exp4
42,43,943,570,147,framenr_43_framevid_June16_20,25.0,exp4
43,44,709,338,102,framenr_44_framevid_June16_20,25.0,exp4
44,45,937,540,141,framenr_45_framevid_June16_20,25.0,exp4
45,46,941,534,174,framenr_46_framevid_June16_20,25.0,exp4
46,47,927,530,145,framenr_47_framevid_June16_20,25.0,exp4
47,48,1325,782,246,framenr_48_framevid_June16_20,25.0,exp4
48,49,945,532,177,framenr_49_framevid_June16_20,25.0,exp4
49,50,921,532,170,framenr_50_framevid_June16_20,25.0,exp4
50,51,919,542,146,framenr_51_framevid_June16_20,25.0,exp4
51,52,1335,778,255,framenr_52_framevid_June16_20,25.0,exp4
52,53,893,508,183,framenr_53_framevid_June16_20,25.0,exp4
53,54,901,466,220,framenr_54_framevid_June16_20,25.0,exp4
54,55,891,464,229,framenr_55_framevid_June16_20,25.0,exp4
55,56,879,508,182,framenr_56_framevid_June16_20,25.0,exp4
56,57,887,484,239,framenr_57_framevid_June16_20,25.0,exp4
57,58,871,522,194,framenr_58_framevid_June16_20,25.0,exp4
58,59,817,556,163,framenr_59_framevid_June16_20,25.0,exp4
59,60,879,510,246,framenr_60_framevid_June16_20,25.0,exp4
60,61,861,526,228,framenr_61_framevid_June16_20,25.0,exp4
61,62,851,534,223,framenr_62_framevid_June16_20,25.0,exp4
62,63,845,544,216,framenr_63_framevid_June16_20,25.0,exp4
63,64,851,526,242,framenr_64_framevid_June16_20,25.0,exp4
64,65,867,534,252,framenr_65_framevid_June16_20,25.0,exp4
65,66,839,556,219,framenr_66_framevid_June16_20,25.0,exp4
66,67,845,554,225,framenr_67_framevid_June16_20,25.0,exp4
67,68,843,560,218,framenr_68_framevid_June16_20,25.0,exp4
68,69,853,548,235,framenr_69_framevid_June16_20,25.0,exp4
69,70,849,548,232,framenr_70_framevid_June16_20,25.0,exp4
70,71,865,532,253,framenr_71_framevid_June16_20,25.0,exp4
71,72,859,546,237,framenr_72_framevid_June16_20,25.0,exp4
72,73,853,546,230,framenr_73_framevid_June16_20,25.0,exp4
73,74,855,538,235,framenr_74_framevid_June16_20,25.0,exp4
74,75,865,518,236,framenr_75_framevid_June16_20,25.0,exp4
75,76,855,544,228,framenr_76_framevid_June16_20,25.0,exp4
76,77,865,502,266,framenr_77_framevid_June16_20,25.0,exp4
77,78,865,500,263,framenr_78_framevid_June16_20,25.0,exp4
78,79,853,544,213,framenr_79_framevid_June16_20,25.0,exp4
79,80,871,508,246,framenr_80_framevid_June16_20,25.0,exp4
80,81,855,544,209,framenr_81_framevid_June16_20,25.0,exp4
81,82,859,542,211,framenr_82_framevid_June16_20,25.0,exp4
82,83,871,512,240,framenr_83_framevid_June16_20,25.0,exp4
83,84,869,504,251,framenr_84_framevid_June16_20,25.0,exp4
84,85,883,512,232,framenr_85_framevid_June16_20,25.0,exp4
85,86,867,550,223,framenr_86_framevid_June16_20,25.0,exp4
86,87,857,578,208,framenr_87_framevid_June16_20,25.0,exp4
87,88,875,578,216,framenr_88_framevid_June16_20,25.0,exp4
88,89,911,584,218,framenr_89_framevid_June16_20,25.0,exp4
89,90,915,548,262,framenr_90_framevid_June16_20,25.0,exp4
90,91,907,608,200,framenr_91_framevid_June16_20,25.0,exp4
91,92,917,586,209,framenr_92_framevid_June16_20,25.0,exp4
92,93,911,570,207,framenr_93_framevid_June16_20,25.0,exp4
93,94,915,556,218,framenr_94_framevid_June16_20,25.0,exp4
94,95,919,560,210,framenr_95_framevid_June16_20,25.0,exp4
95,96,907,572,191,framenr_96_framevid_June16_20,25.0,exp4
96,97,901,566,188,framenr_97_framevid_June16_20,25.0,exp4
97,98,913,482,257,framenr_98_framevid_June16_20,25.0,exp4
98,99,901,468,248,framenr_99_framevid_June16_20,25.0,exp4
99,100,899,486,252,framenr_100_framevid_June16_20,25.0,exp4
100,101,867,534,204,framenr_101_framevid_June16_20,25.0,exp4
101,102,877,496,258,framenr_102_framevid_June16_20,25.0,exp4
102,103,875,524,240,framenr_103_framevid_June16_20,25.0,exp4
103,104,873,514,255,framenr_104_framevid_June16_20,25.0,exp4
104,105,1341,790,240,framenr_105_framevid_June16_20,25.0,exp4
105,106,879,514,269,framenr_106_framevid_June16_20,25.0,exp4
106,107,869,580,188,framenr_107_framevid_June16_20,25.0,exp4
107,108,1337,808,217,framenr_108_framevid_June16_20,25.0,exp4
108,109,863,522,263,framenr_109_framevid_June16_20,25.0,exp4
109,110,1347,776,242,framenr_110_framevid_June16_20,25.0,exp4
110,111,845,542,238,framenr_111_framevid_June16_20,25.0,exp4
111,112,1351,792,235,framenr_112_framevid_June16_20,25.0,exp4
112,113,1345,794,228,framenr_113_framevid_June16_20,25.0,exp4
113,114,839,538,233,framenr_114_framevid_June16_20,25.0,exp4
114,115,1345,794,231,framenr_115_framevid_June16_20,25.0,exp4
115,116,835,488,189,framenr_116_framevid_June16_20,25.0,exp4
116,117,847,546,230,framenr_117_framevid_June16_20,25.0,exp4
117,118,869,510,269,framenr_118_framevid_June16_20,25.0,exp4
118,119,851,544,230,framenr_119_framevid_June16_20,25.0,exp4
119,120,867,516,256,framenr_120_framevid_June16_20,25.0,exp4
120,121,875,500,269,framenr_121_framevid_June16_20,25.0,exp4
121,122,861,526,237,framenr_122_framevid_June16_20,25.0,exp4
122,123,855,536,220,framenr_123_framevid_June16_20,25.0,exp4
123,124,871,500,255,framenr_124_framevid_June16_20,25.0,exp4
124,125,867,514,237,framenr_125_framevid_June16_20,25.0,exp4
125,126,873,496,255,framenr_126_framevid_June16_20,25.0,exp4
126,127,863,522,225,framenr_127_framevid_June16_20,25.0,exp4
127,128,859,530,214,framenr_128_framevid_June16_20,25.0,exp4
128,129,875,490,256,framenr_129_framevid_June16_20,25.0,exp4
129,130,873,510,235,framenr_130_framevid_June16_20,25.0,exp4
130,131,879,482,265,framenr_131_framevid_June16_20,25.0,exp4
131,132,871,510,235,framenr_132_framevid_June16_20,25.0,exp4
132,133,871,504,244,framenr_133_framevid_June16_20,25.0,exp4
133,134,867,512,235,framenr_134_framevid_June16_20,25.0,exp4
134,135,871,486,260,framenr_135_framevid_June16_20,25.0,exp4
135,136,861,510,236,framenr_136_framevid_June16_20,25.0,exp4
136,137,855,518,232,framenr_137_framevid_June16_20,25.0,exp4
137,138,845,524,229,framenr_138_framevid_June16_20,25.0,exp4
138,139,849,506,260,framenr_139_framevid_June16_20,25.0,exp4
139,140,811,546,218,framenr_140_framevid_June16_20,25.0,exp4
140,141,801,540,236,framenr_141_framevid_June16_20,25.0,exp4
141,142,841,550,219,framenr_142_framevid_June16_20,25.0,exp4
142,143,877,522,234,framenr_143_framevid_June16_20,25.0,exp4
143,144,885,476,242,framenr_144_framevid_June16_20,25.0,exp4
144,145,889,452,218,framenr_145_framevid_June16_20,25.0,exp4
145,146,927,380,248,framenr_146_framevid_June16_20,25.0,exp4
146,147,899,348,220,framenr_147_framevid_June16_20,25.0,exp4
147,148,1291,680,209,framenr_148_framevid_June16_20,25.0,exp4
148,149,1289,684,207,framenr_149_framevid_June16_20,25.0,exp4
149,150,1319,724,254,framenr_150_framevid_June16_20,25.0,exp4
150,151,1037,290,225,framenr_151_framevid_June16_20,25.0,exp4
151,152,1005,276,264,framenr_152_framevid_June16_20,25.0,exp4
152,153,1053,260,222,framenr_153_framevid_June16_20,25.0,exp4
153,154,1115,280,203,framenr_154_framevid_June16_20,25.0,exp4
154,155,1169,282,201,framenr_155_framevid_June16_20,25.0,exp4
155,156,1203,242,213,framenr_156_framevid_June16_20,25.0,exp4
156,157,1225,300,203,framenr_157_framevid_June16_20,25.0,exp4
157,158,1233,270,238,framenr_158_framevid_June16_20,25.0,exp4
158,159,1491,622,90,framenr_159_framevid_June16_20,25.0,exp4
159,160,1223,334,214,framenr_160_framevid_June16_20,25.0,exp4
160,161,1187,336,222,framenr_161_framevid_June16_20,25.0,exp4
161,162,1177,362,216,framenr_162_framevid_June16_20,25.0,exp4
162,163,1173,360,222,framenr_163_framevid_June16_20,25.0,exp4
163,164,1117,364,265,framenr_164_framevid_June16_20,25.0,exp4
164,165,1093,406,269,framenr_165_framevid_June16_20,25.0,exp4
165,166,1073,456,269,framenr_166_framevid_June16_20,25.0,exp4
166,167,933,368,213,framenr_167_framevid_June16_20,25.0,exp4
167,168,655,430,8,framenr_168_framevid_June16_20,25.0,exp4
168,169,803,634,75,framenr_169_framevid_June16_20,25.0,exp4
