,frame,x,y,r,name,sample_rate,examplenr
0,1,1440,740,222,framenr_1_framevid_June16_07,25.0,exp4
1,2,1032,668,215,framenr_2_framevid_June16_07,25.0,exp4
2,3,1088,686,232,framenr_3_framevid_June16_07,25.0,exp4
3,4,1046,666,137,framenr_4_framevid_June16_07,25.0,exp4
4,5,1214,530,156,framenr_5_framevid_June16_07,25.0,exp4
5,6,1126,700,169,framenr_6_framevid_June16_07,25.0,exp4
6,7,1496,596,227,framenr_7_framevid_June16_07,25.0,exp4
7,8,1112,464,73,framenr_8_framevid_June16_07,25.0,exp4
8,9,1102,722,209,framenr_9_framevid_June16_07,25.0,exp4
9,10,1448,478,237,framenr_10_framevid_June16_07,25.0,exp4
10,11,1444,506,210,framenr_11_framevid_June16_07,25.0,exp4
11,12,1396,680,190,framenr_12_framevid_June16_07,25.0,exp4
12,13,1382,764,175,framenr_13_framevid_June16_07,25.0,exp4
13,14,1410,722,170,framenr_14_framevid_June16_07,25.0,exp4
14,15,1254,712,239,framenr_15_framevid_June16_07,25.0,exp4
15,16,1092,446,122,framenr_16_framevid_June16_07,25.0,exp4
16,17,1458,650,256,framenr_17_framevid_June16_07,25.0,exp4
17,18,1364,542,195,framenr_18_framevid_June16_07,25.0,exp4
18,19,1436,626,163,framenr_19_framevid_June16_07,25.0,exp4
19,20,1434,462,189,framenr_20_framevid_June16_07,25.0,exp4
20,21,1146,490,233,framenr_21_framevid_June16_07,25.0,exp4
21,22,1474,594,202,framenr_22_framevid_June16_07,25.0,exp4
22,23,1124,498,225,framenr_23_framevid_June16_07,25.0,exp4
23,24,1430,678,269,framenr_24_framevid_June16_07,25.0,exp4
24,25,1338,520,221,framenr_25_framevid_June16_07,25.0,exp4
25,26,1086,520,206,framenr_26_framevid_June16_07,25.0,exp4
26,27,1108,540,234,framenr_27_framevid_June16_07,25.0,exp4
27,28,1020,514,145,framenr_28_framevid_June16_07,25.0,exp4
28,29,1452,604,115,framenr_29_framevid_June16_07,25.0,exp4
