,frame,x,y,r,name,sample_rate,examplenr
0,1,482,364,244,framenr_1_framevid_June09_03,25.0,exp1
1,2,704,418,158,framenr_2_framevid_June09_03,25.0,exp1
2,3,552,276,269,framenr_3_framevid_June09_03,25.0,exp1
3,4,402,614,241,framenr_4_framevid_June09_03,25.0,exp1
4,5,656,262,204,framenr_5_framevid_June09_03,25.0,exp1
5,6,436,584,255,framenr_6_framevid_June09_03,25.0,exp1
6,7,266,314,97,framenr_7_framevid_June09_03,25.0,exp1
7,8,732,290,184,framenr_8_framevid_June09_03,25.0,exp1
8,9,166,762,161,framenr_9_framevid_June09_03,25.0,exp1
9,10,804,752,253,framenr_10_framevid_June09_03,25.0,exp1
10,11,966,300,170,framenr_11_framevid_June09_03,25.0,exp1
11,12,884,198,250,framenr_12_framevid_June09_03,25.0,exp1
12,13,926,314,196,framenr_13_framevid_June09_03,25.0,exp1
13,14,508,456,263,framenr_14_framevid_June09_03,25.0,exp1
14,15,754,624,243,framenr_15_framevid_June09_03,25.0,exp1
15,16,478,634,265,framenr_16_framevid_June09_03,25.0,exp1
16,17,652,558,213,framenr_17_framevid_June09_03,25.0,exp1
17,18,686,588,232,framenr_18_framevid_June09_03,25.0,exp1
18,19,898,786,258,framenr_19_framevid_June09_03,25.0,exp1
19,20,752,634,253,framenr_20_framevid_June09_03,25.0,exp1
20,21,874,656,161,framenr_21_framevid_June09_03,25.0,exp1
21,22,850,656,197,framenr_22_framevid_June09_03,25.0,exp1
22,23,844,658,247,framenr_23_framevid_June09_03,25.0,exp1
23,24,882,662,234,framenr_24_framevid_June09_03,25.0,exp1
24,25,1030,602,103,framenr_25_framevid_June09_03,25.0,exp1
25,26,1006,688,143,framenr_26_framevid_June09_03,25.0,exp1
26,27,936,666,220,framenr_27_framevid_June09_03,25.0,exp1
27,28,894,418,181,framenr_28_framevid_June09_03,25.0,exp1
28,29,906,404,174,framenr_29_framevid_June09_03,25.0,exp1
29,30,888,402,195,framenr_30_framevid_June09_03,25.0,exp1
30,31,998,462,167,framenr_31_framevid_June09_03,25.0,exp1
31,32,902,780,261,framenr_32_framevid_June09_03,25.0,exp1
32,33,274,670,213,framenr_33_framevid_June09_03,25.0,exp1
33,34,276,670,213,framenr_34_framevid_June09_03,25.0,exp1
34,35,942,458,189,framenr_35_framevid_June09_03,25.0,exp1
35,36,1008,442,124,framenr_36_framevid_June09_03,25.0,exp1
36,37,148,766,121,framenr_37_framevid_June09_03,25.0,exp1
37,38,968,822,157,framenr_38_framevid_June09_03,25.0,exp1
38,39,766,968,162,framenr_39_framevid_June09_03,25.0,exp1
39,40,130,756,110,framenr_40_framevid_June09_03,25.0,exp1
40,41,404,736,260,framenr_41_framevid_June09_03,25.0,exp1
41,42,362,684,259,framenr_42_framevid_June09_03,25.0,exp1
42,43,952,784,194,framenr_43_framevid_June09_03,25.0,exp1
43,44,924,616,222,framenr_44_framevid_June09_03,25.0,exp1
44,45,886,668,261,framenr_45_framevid_June09_03,25.0,exp1
45,46,838,706,269,framenr_46_framevid_June09_03,25.0,exp1
46,47,722,562,209,framenr_47_framevid_June09_03,25.0,exp1
47,48,636,508,191,framenr_48_framevid_June09_03,25.0,exp1
48,49,512,510,187,framenr_49_framevid_June09_03,25.0,exp1
49,50,482,486,163,framenr_50_framevid_June09_03,25.0,exp1
50,51,370,472,259,framenr_51_framevid_June09_03,25.0,exp1
51,52,370,442,222,framenr_52_framevid_June09_03,25.0,exp1
52,53,950,426,174,framenr_53_framevid_June09_03,25.0,exp1
53,54,300,436,260,framenr_54_framevid_June09_03,25.0,exp1
54,55,318,442,237,framenr_55_framevid_June09_03,25.0,exp1
55,56,324,520,235,framenr_56_framevid_June09_03,25.0,exp1
56,57,502,314,227,framenr_57_framevid_June09_03,25.0,exp1
57,58,260,580,266,framenr_58_framevid_June09_03,25.0,exp1
58,59,218,688,257,framenr_59_framevid_June09_03,25.0,exp1
59,60,264,892,161,framenr_60_framevid_June09_03,25.0,exp1
