,frame,x,y,r,name,sample_rate,examplenr
0,1,NA,NA,NA,framenr_1_framevid_June09_01,25.0,exp3
1,2,1078,684,80,framenr_2_framevid_June09_01,25.0,exp3
2,3,1076,686,75,framenr_3_framevid_June09_01,25.0,exp3
3,4,1088,692,80,framenr_4_framevid_June09_01,25.0,exp3
4,5,1090,692,78,framenr_5_framevid_June09_01,25.0,exp3
5,6,1086,686,87,framenr_6_framevid_June09_01,25.0,exp3
6,7,1236,734,66,framenr_7_framevid_June09_01,25.0,exp3
7,8,1120,724,35,framenr_8_framevid_June09_01,25.0,exp3
8,9,1046,32,36,framenr_9_framevid_June09_01,25.0,exp3
9,10,1042,38,30,framenr_10_framevid_June09_01,25.0,exp3
10,11,1112,702,44,framenr_11_framevid_June09_01,25.0,exp3
11,12,868,392,112,framenr_12_framevid_June09_01,25.0,exp3
12,13,1196,764,190,framenr_13_framevid_June09_01,25.0,exp3
13,14,1194,760,189,framenr_14_framevid_June09_01,25.0,exp3
14,15,1206,766,215,framenr_15_framevid_June09_01,25.0,exp3
15,16,1324,672,108,framenr_16_framevid_June09_01,25.0,exp3
16,17,1206,728,18,framenr_17_framevid_June09_01,25.0,exp3
17,18,1232,892,123,framenr_18_framevid_June09_01,25.0,exp3
18,19,1312,664,133,framenr_19_framevid_June09_01,25.0,exp3
19,20,1164,698,160,framenr_20_framevid_June09_01,25.0,exp3
20,21,1258,844,190,framenr_21_framevid_June09_01,25.0,exp3
21,22,1286,862,130,framenr_22_framevid_June09_01,25.0,exp3
22,23,1256,734,142,framenr_23_framevid_June09_01,25.0,exp3
23,24,1244,742,113,framenr_24_framevid_June09_01,25.0,exp3
24,25,1176,798,113,framenr_25_framevid_June09_01,25.0,exp3
25,26,1254,756,132,framenr_26_framevid_June09_01,25.0,exp3
26,27,1018,514,202,framenr_27_framevid_June09_01,25.0,exp3
27,28,986,508,263,framenr_28_framevid_June09_01,25.0,exp3
28,29,1266,784,164,framenr_29_framevid_June09_01,25.0,exp3
29,30,276,818,233,framenr_30_framevid_June09_01,25.0,exp3
30,31,1270,792,166,framenr_31_framevid_June09_01,25.0,exp3
31,32,1130,750,159,framenr_32_framevid_June09_01,25.0,exp3
32,33,942,430,203,framenr_33_framevid_June09_01,25.0,exp3
33,34,978,546,218,framenr_34_framevid_June09_01,25.0,exp3
34,35,914,424,187,framenr_35_framevid_June09_01,25.0,exp3
35,36,988,590,213,framenr_36_framevid_June09_01,25.0,exp3
36,37,904,558,256,framenr_37_framevid_June09_01,25.0,exp3
37,38,932,532,252,framenr_38_framevid_June09_01,25.0,exp3
38,39,1272,904,207,framenr_39_framevid_June09_01,25.0,exp3
39,40,1246,824,239,framenr_40_framevid_June09_01,25.0,exp3
40,41,706,330,116,framenr_41_framevid_June09_01,25.0,exp3
41,42,1184,372,91,framenr_42_framevid_June09_01,25.0,exp3
42,43,824,352,81,framenr_43_framevid_June09_01,25.0,exp3
43,44,842,326,136,framenr_44_framevid_June09_01,25.0,exp3
44,45,932,594,228,framenr_45_framevid_June09_01,25.0,exp3
45,46,1208,378,66,framenr_46_framevid_June09_01,25.0,exp3
46,47,1270,500,197,framenr_47_framevid_June09_01,25.0,exp3
47,48,1268,830,227,framenr_48_framevid_June09_01,25.0,exp3
48,49,930,596,191,framenr_49_framevid_June09_01,25.0,exp3
49,50,898,538,208,framenr_50_framevid_June09_01,25.0,exp3
50,51,1278,852,209,framenr_51_framevid_June09_01,25.0,exp3
51,52,984,588,187,framenr_52_framevid_June09_01,25.0,exp3
52,53,1288,856,195,framenr_53_framevid_June09_01,25.0,exp3
53,54,972,556,237,framenr_54_framevid_June09_01,25.0,exp3
54,55,1198,436,89,framenr_55_framevid_June09_01,25.0,exp3
55,56,1196,432,87,framenr_56_framevid_June09_01,25.0,exp3
56,57,1262,858,208,framenr_57_framevid_June09_01,25.0,exp3
57,58,982,556,209,framenr_58_framevid_June09_01,25.0,exp3
58,59,1222,860,167,framenr_59_framevid_June09_01,25.0,exp3
59,60,990,554,181,framenr_60_framevid_June09_01,25.0,exp3
60,61,950,578,140,framenr_61_framevid_June09_01,25.0,exp3
61,62,916,582,253,framenr_62_framevid_June09_01,25.0,exp3
62,63,906,550,246,framenr_63_framevid_June09_01,25.0,exp3
63,64,930,566,150,framenr_64_framevid_June09_01,25.0,exp3
64,65,964,860,147,framenr_65_framevid_June09_01,25.0,exp3
65,66,956,570,178,framenr_66_framevid_June09_01,25.0,exp3
66,67,866,544,198,framenr_67_framevid_June09_01,25.0,exp3
67,68,1118,598,253,framenr_68_framevid_June09_01,25.0,exp3
68,69,878,554,253,framenr_69_framevid_June09_01,25.0,exp3
69,70,862,532,232,framenr_70_framevid_June09_01,25.0,exp3
70,71,1240,54,119,framenr_71_framevid_June09_01,25.0,exp3
71,72,894,526,198,framenr_72_framevid_June09_01,25.0,exp3
