,frame,x,y,r,name,sample_rate,examplenr
0,1,1197,448,245,framenr_1_framevid_June12_01,25.0,exp5
1,2,1197,444,244,framenr_2_framevid_June12_01,25.0,exp5
2,3,1039,570,117,framenr_3_framevid_June12_01,25.0,exp5
3,4,1067,568,142,framenr_4_framevid_June12_01,25.0,exp5
4,5,1055,558,132,framenr_5_framevid_June12_01,25.0,exp5
5,6,1065,574,138,framenr_6_framevid_June12_01,25.0,exp5
6,7,1193,432,245,framenr_7_framevid_June12_01,25.0,exp5
7,8,1225,462,202,framenr_8_framevid_June12_01,25.0,exp5
8,9,1047,540,136,framenr_9_framevid_June12_01,25.0,exp5
9,10,1035,554,116,framenr_10_framevid_June12_01,25.0,exp5
10,11,1211,442,226,framenr_11_framevid_June12_01,25.0,exp5
11,12,1197,432,242,framenr_12_framevid_June12_01,25.0,exp5
12,13,1043,654,117,framenr_13_framevid_June12_01,25.0,exp5
13,14,1219,434,225,framenr_14_framevid_June12_01,25.0,exp5
14,15,1039,544,120,framenr_15_framevid_June12_01,25.0,exp5
15,16,1195,420,248,framenr_16_framevid_June12_01,25.0,exp5
16,17,1295,506,116,framenr_17_framevid_June12_01,25.0,exp5
17,18,1285,458,151,framenr_18_framevid_June12_01,25.0,exp5
18,19,1005,592,198,framenr_19_framevid_June12_01,25.0,exp5
19,20,1181,424,256,framenr_20_framevid_June12_01,25.0,exp5
20,21,1203,446,226,framenr_21_framevid_June12_01,25.0,exp5
21,22,1271,502,139,framenr_22_framevid_June12_01,25.0,exp5
22,23,1237,480,185,framenr_23_framevid_June12_01,25.0,exp5
23,24,1079,750,121,framenr_24_framevid_June12_01,25.0,exp5
24,25,1233,478,196,framenr_25_framevid_June12_01,25.0,exp5
25,26,1005,612,185,framenr_26_framevid_June12_01,25.0,exp5
26,27,1247,494,185,framenr_27_framevid_June12_01,25.0,exp5
27,28,1257,486,185,framenr_28_framevid_June12_01,25.0,exp5
28,29,1257,490,188,framenr_29_framevid_June12_01,25.0,exp5
29,30,1291,424,87,framenr_30_framevid_June12_01,25.0,exp5
30,31,1319,644,142,framenr_31_framevid_June12_01,25.0,exp5
31,32,1253,502,188,framenr_32_framevid_June12_01,25.0,exp5
32,33,971,572,197,framenr_33_framevid_June12_01,25.0,exp5
33,34,1309,622,142,framenr_34_framevid_June12_01,25.0,exp5
34,35,1255,506,188,framenr_35_framevid_June12_01,25.0,exp5
35,36,1259,494,190,framenr_36_framevid_June12_01,25.0,exp5
36,37,1191,458,147,framenr_37_framevid_June12_01,25.0,exp5
37,38,1253,498,196,framenr_38_framevid_June12_01,25.0,exp5
38,39,1195,450,269,framenr_39_framevid_June12_01,25.0,exp5
39,40,1199,452,269,framenr_40_framevid_June12_01,25.0,exp5
40,41,1275,516,172,framenr_41_framevid_June12_01,25.0,exp5
41,42,1267,498,190,framenr_42_framevid_June12_01,25.0,exp5
42,43,923,666,248,framenr_43_framevid_June12_01,25.0,exp5
43,44,1265,570,220,framenr_44_framevid_June12_01,25.0,exp5
44,45,1269,500,190,framenr_45_framevid_June12_01,25.0,exp5
45,46,1267,508,226,framenr_46_framevid_June12_01,25.0,exp5
